Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-04-22,Bana Bir Soygun Yaz,2012,https://boxd.it/16dInr,1,,,2019-05-18
2020-04-22,John Wick,2014,https://boxd.it/16dIud,3.5,,,2019-05-18
2020-04-22,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/16dIUv,1.5,,,2019-05-18
2020-04-22,4N1K,2017,https://boxd.it/16dJ9Z,2,,,2019-05-18
2020-04-22,The Wild Soccer Bunch 6,2016,https://boxd.it/16dJ1B,2,,,2019-06-01
2020-04-22,Rim of the World,2019,https://boxd.it/16dJiH,2,,,2019-06-01
2020-04-22,See You Yesterday,2019,https://boxd.it/16dJlB,3,,,2019-06-01
2022-03-08,The Dark Knight,2008,https://boxd.it/2DTXIX,,,,2019-08-13
2020-04-22,The Lion King,1994,https://boxd.it/16dHw3,4,,,2019-08-18
2020-04-22,Dark Shadows,2012,https://boxd.it/16dHuB,2.5,,,2019-09-02
2020-04-22,Stealing Beauty,1996,https://boxd.it/16dHAz,3,,,2019-09-02
2020-04-22,Super 8,2011,https://boxd.it/16dHWb,3.5,,,2019-09-04
2020-04-22,Tag,2018,https://boxd.it/16dIsh,2,,,2019-09-04
2020-04-22,Lemony Snicket's A Series of Unfortunate Events,2004,https://boxd.it/16dIBD,1,,,2019-09-06
2020-04-22,Good Will Hunting,1997,https://boxd.it/16dHBx,4.5,,,2019-09-08
2020-04-22,Cléo from 5 to 7,1962,https://boxd.it/16dJ3n,3.5,,,2019-09-10
2020-04-22,Man Bites Dog,1992,https://boxd.it/16dHrH,3,,,2019-09-12
2020-04-22,Vox Lux,2018,https://boxd.it/16dJ5D,3.5,,,2019-09-12
2020-04-22,American History X,1998,https://boxd.it/16dHDN,4.5,,,2019-09-23
2020-04-22,Dogtooth,2009,https://boxd.it/16dHKT,5,,,2019-09-23
2020-04-22,Inglourious Basterds,2009,https://boxd.it/16dIER,5,,,2019-09-23
2020-04-22,Spider-Man: Far From Home,2019,https://boxd.it/16dJ6V,2.5,,,2019-09-23
2020-04-22,Once Upon a Time... in Hollywood,2019,https://boxd.it/16dJbh,5,,,2019-09-23
2020-04-22,Shaft,2019,https://boxd.it/16dIR7,2.5,,,2019-09-27
2020-04-22,Shazam!,2019,https://boxd.it/16dIRh,3.5,,,2019-09-27
2020-04-22,It Chapter Two,2019,https://boxd.it/16dJcf,3,,,2019-09-27
2020-04-22,Time to Love,1965,https://boxd.it/16dHX9,5,,,2019-10-01
2020-04-22,Lolita,1962,https://boxd.it/16dJ3x,4,,,2019-10-01
2020-04-22,Dry Summer,1963,https://boxd.it/16dJ5X,5,,,2019-10-04
2020-04-22,Funny Games,1997,https://boxd.it/16dHBn,4.5,,,2019-10-05
2020-04-22,Blade Runner,1982,https://boxd.it/16dJjF,4.5,,,2019-10-06
2020-04-22,Gemini Man,2019,https://boxd.it/16dHqJ,2,,,2019-10-13
2020-04-22,Losers' Club,2011,https://boxd.it/16dI1P,3.5,,,2019-10-16
2020-04-22,Don't Breathe,2016,https://boxd.it/16dIM7,2.5,,,2019-10-16
2020-04-22,"Oslo, August 31st",2011,https://boxd.it/16dHZ5,4.5,,,2019-10-18
2020-04-22,Happy End,2017,https://boxd.it/16dJ2p,2.5,,,2019-10-19
2020-04-22,Se7en,1995,https://boxd.it/16dHyt,5,,,2019-10-28
2020-04-22,Deerskin,2019,https://boxd.it/16dJiR,3.5,,,2019-10-28
2020-04-22,The Perks of Being a Wallflower,2012,https://boxd.it/16dHWv,4,,,2019-11-14
2020-04-22,Another Earth,2011,https://boxd.it/16dHRP,4,,,2019-11-15
2020-04-22,Delicatessen,1991,https://boxd.it/16dHqf,4,,,2019-11-16
2020-04-22,Hunt for the Wilderpeople,2016,https://boxd.it/16dIUZ,4,,,2019-11-18
2020-04-22,Winter Sleep,2014,https://boxd.it/16dIrj,5,,,2019-11-22
2020-04-22,Zombieland,2009,https://boxd.it/16dHz7,4,,,2019-11-29
2020-04-22,Parasite,2019,https://boxd.it/16dJ9F,4.5,,,2019-12-02
2020-04-22,Memories of Murder,2003,https://boxd.it/16dIDJ,4.5,,,2019-12-08
2020-04-22,Look Who's Back,2015,https://boxd.it/16dIML,4,,,2019-12-10
2020-04-22,Marriage Story,2019,https://boxd.it/16dJev,4,,,2019-12-10
2020-04-22,The Host,2006,https://boxd.it/16dIUF,2.5,,,2019-12-12
2019-12-15,Ad Astra,2019,https://boxd.it/TRvMr,3.5,,,2019-12-15
2020-04-22,Adoration,2013,https://boxd.it/16dI8B,2.5,,,2019-12-15
2020-04-22,Pokémon Detective Pikachu,2019,https://boxd.it/16dJ5j,2,,,2019-12-15
2019-12-18,Arif V 216,2018,https://boxd.it/U4F3x,3.5,,,2019-12-17
2019-12-21,Portrait of a Lady on Fire,2019,https://boxd.it/UgQGz,4.5,,,2019-12-20
2019-12-22,Mortal World,2018,https://boxd.it/UluTB,,,,2019-12-21
2019-12-27,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/UNR3T,4,,,2019-12-27
2020-04-22,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/16dHEr,3.5,,,2019-12-27
2020-04-22,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/16dHF5,3,,,2019-12-27
2020-04-22,The Empire Strikes Back,1980,https://boxd.it/16dJhJ,5,,,2019-12-27
2020-04-22,Ford v Ferrari,2019,https://boxd.it/16dI4T,3.5,,,2020-02-09
2022-03-03,War for the Planet of the Apes,2017,https://boxd.it/2CT4un,3.5,,,2020-02-19
2020-04-22,Click,2006,https://boxd.it/16dIIT,1.5,,,2020-04-01
2020-04-22,Dark Phoenix,2019,https://boxd.it/16dJ8n,2,,,2020-04-04
2020-04-22,Alien,1979,https://boxd.it/16dJgh,5,,,2020-04-08
2020-04-22,Aliens,1986,https://boxd.it/16dJn3,4,,,2020-04-09
2020-04-22,Predator,1987,https://boxd.it/16dJov,4.5,,,2020-04-12
2020-04-22,White Angel,2007,https://boxd.it/16dHt9,1,,,2020-04-15
2020-04-22,Kutsal Damacana,2007,https://boxd.it/16dHvz,0.5,,,2020-04-15
2020-04-22,Recep Ivedik,2008,https://boxd.it/16dHBR,0.5,,,2020-04-15
2020-04-22,Aşk Tutulması,2008,https://boxd.it/16dHHZ,2.5,,,2020-04-15
2020-04-22,Alone,2008,https://boxd.it/16dHJB,2.5,,,2020-04-15
2020-04-22,I Saw the Sun,2009,https://boxd.it/16dHK5,1.5,,,2020-04-15
2020-04-22,Recep Ivedik 2,2009,https://boxd.it/16dHKf,0.5,,,2020-04-15
2020-04-22,Yahşi Batı,2009,https://boxd.it/16dHSj,2,,,2020-04-15
2020-04-22,Recep Ivedik 3,2010,https://boxd.it/16dHT7,0.5,,,2020-04-15
2020-04-22,Eyyvah Eyvah,2010,https://boxd.it/16dHTL,2,,,2020-04-15
2020-04-22,Çok Filim Hareketler Bunlar,2010,https://boxd.it/16dHVx,0.5,,,2020-04-15
2020-04-22,Sleeping Princess,2010,https://boxd.it/16dHZT,1.5,,,2020-04-15
2020-04-22,Conquest 1453,2012,https://boxd.it/16dI0x,1,,,2020-04-15
2020-04-22,Dance with the Jackals,2010,https://boxd.it/16dI0H,2,,,2020-04-15
2020-04-22,Valley of the Wolves: Palestine,2011,https://boxd.it/16dI0R,0.5,,,2020-04-15
2020-04-22,Eyyvah Eyvah 2,2011,https://boxd.it/16dI1v,2,,,2020-04-15
2020-04-22,En Büyük Şaban,1983,https://boxd.it/16dIht,1.5,,,2020-04-15
2020-04-22,The Chaos Class Failed the Class,1976,https://boxd.it/16dIhX,4.5,,,2020-04-15
2020-04-22,The Chaos Class Is Waking Up,1976,https://boxd.it/16dIih,4.5,,,2020-04-15
2020-04-22,Hanzo,1975,https://boxd.it/16dIir,1,,,2020-04-15
2020-04-22,Japanese Connection,1987,https://boxd.it/16dIiB,1,,,2020-04-15
2020-04-22,"Saban, Son of Saban",1977,https://boxd.it/16dIkd,4.5,,,2020-04-15
2020-04-22,Şabaniye,1984,https://boxd.it/16dIkR,1,,,2020-04-15
2020-04-22,Salako,1974,https://boxd.it/16dIlF,2,,,2020-04-15
2020-04-22,The Foster Brothers,1976,https://boxd.it/16dIlP,4.5,,,2020-04-15
2020-04-22,Tarzan Rıfkı,1986,https://boxd.it/16dIlZ,1,,,2020-04-15
2020-04-22,Tosun Pasha,1976,https://boxd.it/16dIm9,4.5,,,2020-04-15
2020-04-22,Jojo Rabbit,2019,https://boxd.it/16dIof,4.5,,,2020-04-15
2020-04-22,Celal and Ceren,2013,https://boxd.it/16dIoJ,0.5,,,2020-04-15
2020-04-22,Government Woman,2013,https://boxd.it/16dIp3,1,,,2020-04-15
2020-04-22,The Chaos Class Is Fretting Over,1979,https://boxd.it/16dItf,2.5,,,2020-04-15
2020-04-22,Thou Gild'st the Even,2013,https://boxd.it/16dItz,4.5,,,2020-04-15
2020-04-22,Boss Wants a Happy Ending,2014,https://boxd.it/16dIAb,0.5,,,2020-04-15
2020-04-22,Wedding Association,2013,https://boxd.it/16dIB9,1.5,,,2020-04-15
2020-04-22,Time Machine 1973,2014,https://boxd.it/16dICh,1.5,,,2020-04-15
2020-04-22,Eyyvah Eyvah 3,2014,https://boxd.it/16dICB,1,,,2020-04-15
2020-04-22,Wacky Class Welcome,2004,https://boxd.it/16dIJR,0.5,,,2020-04-15
2020-04-22,Whisper If I Forget,2014,https://boxd.it/16dIKZ,1.5,,,2020-04-15
2020-04-22,Pardon,2005,https://boxd.it/16dIOH,4,,,2020-04-15
2020-04-22,Magic Carpet Ride,2005,https://boxd.it/16dIV9,2,,,2020-04-15
2020-04-22,Ali Baba and the 7 Dwarfs,2015,https://boxd.it/16dIVN,1.5,,,2020-04-15
2020-04-22,A Unique Life,2015,https://boxd.it/16dJ1h,1.5,,,2020-04-15
2020-04-22,Serial Cook,2017,https://boxd.it/16dJ4Z,3,,,2020-04-15
2020-04-22,Bad Boy,2017,https://boxd.it/16dJ67,0.5,,,2020-04-15
2020-04-22,Ayla: The Daughter of War,2017,https://boxd.it/16dJ6L,2,,,2020-04-15
2020-04-22,The Wild Pear Tree,2018,https://boxd.it/16dJ8x,4.5,,,2020-04-15
2020-04-22,Joker,2019,https://boxd.it/16dJbr,4,,,2020-04-15
2020-04-22,Neşeli Günler,1978,https://boxd.it/16dJeF,4.5,,,2020-04-15
2020-04-22,What a Crush,2018,https://boxd.it/16dJft,0.5,,,2020-04-15
2020-04-22,Muslum,2018,https://boxd.it/16dJfN,2.5,,,2020-04-15
2020-04-22,You Were Never Really Here,2017,https://boxd.it/16dJ4v,4.5,,,2020-04-17
2020-04-22,Fırıncının Karısı,2019,https://boxd.it/16dHqp,0.5,,,2020-04-20
2020-04-22,Osman Pazarlama,2016,https://boxd.it/16dJ2J,0.5,,,2020-04-20
2020-04-22,Recep Ivedik 6,2019,https://boxd.it/16dJcz,0.5,,,2020-04-20
2020-04-22,To Die For,2018,https://boxd.it/16dJcT,0.5,,,2020-04-20
2020-04-22,Predator 2,1990,https://boxd.it/16jhx7,4,,,2020-04-22
2020-04-30,La Belle Époque,2019,https://boxd.it/17d2j7,4,,,2020-04-29
2020-05-06,Smiling Eyes,1977,https://boxd.it/17XHKZ,,,,2020-05-04
2020-05-12,Peter Pan,1953,https://boxd.it/18LhEr,4,,,2020-05-12
2020-05-13,Return to Never Land,2002,https://boxd.it/18StXf,3,,,2020-05-13
2020-05-16,Smiling Eyes,1977,https://boxd.it/19brxn,4.5,Yes,,2020-05-13
2020-05-16,"Saban, Son of Saban",1977,https://boxd.it/19blbv,4.5,Yes,,2020-05-15
2020-05-31,BASEketball,1998,https://boxd.it/1aQbYX,1.5,,,2020-05-30
2020-08-01,When Marnie Was There,2014,https://boxd.it/1hhd59,4,,,2020-07-31
2021-04-24,Inception,2010,https://boxd.it/1Oy83X,5,Yes,,2020-08-16
2021-04-24,Inception,2010,https://boxd.it/1Oy8fz,5,Yes,,2020-08-19
2021-04-24,Tenet,2020,https://boxd.it/1Oy5Ij,,,,2020-08-30
2021-04-24,Tenet,2020,https://boxd.it/1Oy5OB,3,Yes,,2020-09-03
2021-04-24,Tenet,2020,https://boxd.it/1Oy64p,3,Yes,,2020-09-09
2020-11-16,True Grit,2010,https://boxd.it/1sDEs3,3,,,2020-11-15
2020-11-16,True Grit,2010,https://boxd.it/1sDEob,3,,,2020-11-16
2020-12-06,Just Another Christmas,2020,https://boxd.it/1uMkKn,3.5,,,2020-12-03
2021-02-05,The Wild Pear Tree,2018,https://boxd.it/1DEu21,4.5,Yes,,2021-01-01
2021-02-05,Winter Sleep,2014,https://boxd.it/1DEuml,5,Yes,,2021-01-02
2021-02-05,Once Upon a Time in Anatolia,2011,https://boxd.it/1DEuvd,5,Yes,,2021-01-03
2021-04-07,Love Likes Coincidences 2,2020,https://boxd.it/1MewRf,,,,2021-01-17
2021-01-26,Night Moves,2013,https://boxd.it/1CfVz3,3.5,,,2021-01-19
2021-01-26,The Nun's Story,1959,https://boxd.it/1CgbQp,4,,,2021-01-20
2021-01-26,A Run for Money,1999,https://boxd.it/1CgmYJ,4,,,2021-01-24
2021-02-03,Easy Rider,1969,https://boxd.it/1Dp1Hz,4,Yes,,2021-01-30
2021-02-05,Enemy,2013,https://boxd.it/1DEsJx,3.5,,,2021-02-03
2021-02-28,The Truman Show,1998,https://boxd.it/1GU6a5,5,Yes,,2021-02-27
2021-03-01,Before Midnight,2013,https://boxd.it/1H4rgX,4,Yes,,2021-02-28
2021-03-08,Nomadland,2020,https://boxd.it/1HYmCh,4,,,2021-03-07
2021-03-09,Soul,2020,https://boxd.it/1I9sod,4.5,,,2021-03-07
2021-03-09,Raya and the Last Dragon,2021,https://boxd.it/1IayY9,,,,2021-03-08
2021-03-17,Onward,2020,https://boxd.it/1JbmWh,,,,2021-03-11
2021-05-08,Midsommar,2019,https://boxd.it/1QwMCH,4,,,2021-03-13
2021-03-17,Paper Lives,2021,https://boxd.it/1JbmSJ,,,,2021-03-14
2021-03-17,Man of Steel,2013,https://boxd.it/1JcWdp,4,Yes,,2021-03-16
2021-03-25,Batman v Superman: Dawn of Justice,2016,https://boxd.it/1Khs4r,3,Yes,,2021-03-23
2021-04-08,Fantastic Mr. Fox,2009,https://boxd.it/1MhWwN,4.5,,,2021-04-07
2021-04-17,Love and Monsters,2020,https://boxd.it/1NAD0F,3.5,,,2021-04-16
2021-04-17,Fahrenheit 451,1966,https://boxd.it/1NF0Bx,3.5,,,2021-04-17
2021-04-18,Sound of Metal,2019,https://boxd.it/1NGEnn,4,,,2021-04-17
2021-04-19,Cars,2006,https://boxd.it/1NUJiF,4,Yes,,2021-04-18
2021-04-24,Fun with Dick and Jane,2005,https://boxd.it/1OAqjD,2,,,2021-04-24
2021-04-25,Shrek,2001,https://boxd.it/1OQglh,4,Yes,,2021-04-25
2021-05-01,Shrek 2,2004,https://boxd.it/1Pydkt,4,Yes,,2021-04-29
2021-05-01,Spring,2014,https://boxd.it/1Pyd8x,3.5,,,2021-04-30
2021-05-02,The Iron Giant,1999,https://boxd.it/1PGeJP,4.5,,,2021-05-01
2021-05-03,The Mitchells vs. the Machines,2021,https://boxd.it/1PQvTR,4,,,2021-05-02
2021-05-09,Thunder Force,2021,https://boxd.it/1QIHUv,1.5,,,2021-05-02
2021-05-03,22 vs. Earth,2021,https://boxd.it/1Q02l7,4,,,2021-05-03
2021-05-04,Shrek,2001,https://boxd.it/1Q21DX,4,Yes,,2021-05-03
2021-05-04,Days of Being Wild,1990,https://boxd.it/1Q21HZ,4,,,2021-05-03
2021-05-04,The Map of Tiny Perfect Things,2021,https://boxd.it/1Q3B5T,2.5,,,2021-05-03
2021-05-05,Star Wars,1977,https://boxd.it/1QbbiN,4.5,Yes,,2021-05-04
2021-05-07,In the Mood for Love,2000,https://boxd.it/1QsvAB,4.5,,,2021-05-06
2021-05-10,Coherence,2013,https://boxd.it/1QNDlL,4.5,,,2021-05-09
2021-05-13,Yesterday,2019,https://boxd.it/1RfkNx,,,,2021-05-10
2021-05-11,Café de Flore,2011,https://boxd.it/1R1EK1,3,,,2021-05-11
2021-09-06,The Tomorrow War,2021,https://boxd.it/27p5kJ,2.5,,,2021-09-05
2021-10-08,The Chaos Class,1975,https://boxd.it/2bLoCH,4.5,Yes,,2021-10-04
2021-10-06,Casino Royale,2006,https://boxd.it/2bwGnP,4,,,2021-10-05
2021-10-08,Quantum of Solace,2008,https://boxd.it/2bLsw9,3,,,2021-10-07
2021-10-24,Perfidious Byzantine,2000,https://boxd.it/2ehw9b,2.5,,,2021-10-21
2021-10-25,August 32nd on Earth,1998,https://boxd.it/2ewAZb,3.5,,,2021-10-21
2021-11-22,Deeply,2021,https://boxd.it/2iWMlP,4,,,2021-10-22
2021-10-25,Knives Out,2019,https://boxd.it/2ewWqx,4,,,2021-10-24
2022-01-18,Dune,2021,https://boxd.it/2uEPAF,4,,,2021-10-28
2022-01-18,Dune,2021,https://boxd.it/2uEPPb,4,Yes,,2021-10-29
2021-11-10,The Harder They Fall,2021,https://boxd.it/2h3Ypl,3,,,2021-11-04
2021-11-09,Meet Dave,2008,https://boxd.it/2gW1gF,0.5,,,2021-11-07
2021-11-23,Hot Fuzz,2007,https://boxd.it/2j61gN,4.5,,,2021-11-23
2021-11-24,Greenland,2020,https://boxd.it/2jesrz,2.5,,,2021-11-24
2021-12-23,Spider-Man,2002,https://boxd.it/2nPyL1,3.5,Yes,,2021-12-03
2021-12-23,Spider-Man 2,2004,https://boxd.it/2nPyYT,4.5,Yes,,2021-12-04
2021-12-23,Spider-Man 3,2007,https://boxd.it/2nPz8p,4,Yes,,2021-12-05
2021-12-23,The Matrix,1999,https://boxd.it/2nPy7b,5,Yes,,2021-12-10
2021-12-23,Spider-Man: No Way Home,2021,https://boxd.it/2nPzDn,,,,2021-12-18
2021-12-23,Spider-Man: No Way Home,2021,https://boxd.it/2nPzIR,,Yes,,2021-12-22
2021-12-24,The Matrix,1999,https://boxd.it/2nWKId,5,Yes,,2021-12-23
2021-12-25,Shrek,2001,https://boxd.it/2ogVX9,4,Yes,,2021-12-25
2021-12-25,Shrek 2,2004,https://boxd.it/2ogW95,4,Yes,,2021-12-25
2021-12-25,Shrek the Third,2007,https://boxd.it/2okO53,,,,2021-12-25
2021-12-27,Don't Look Up,2021,https://boxd.it/2oLqFZ,4.5,,,2021-12-26
2021-12-31,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/2pS5Yz,5,Yes,,2021-12-31
2022-01-05,Nobody,2021,https://boxd.it/2rl2Yj,3.5,,,2022-01-05
2022-01-06,National Lampoon's European Vacation,1985,https://boxd.it/2ryRGV,3,,,2022-01-06
2022-01-07,National Lampoon's Christmas Vacation,1989,https://boxd.it/2rLSLD,2.5,,,2022-01-06
2022-01-07,Boss Level,2021,https://boxd.it/2rP2cJ,3.5,,,2022-01-07
2022-01-08,The Tender Bar,2021,https://boxd.it/2s2dlj,3,,,2022-01-08
2022-01-10,12:01,1993,https://boxd.it/2sE5U7,3.5,,,2022-01-10
2022-01-16,Independence Day,1996,https://boxd.it/2u60tZ,3.5,,,2022-01-15
2022-01-16,Independence Day: Resurgence,2016,https://boxd.it/2uamDb,1,,,2022-01-16
2022-01-17,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/2uqlvR,2.5,,,2022-01-17
2022-01-19,"tick, tick... BOOM!",2021,https://boxd.it/2uOO5V,3,,,2022-01-18
2022-01-19,Dumb and Dumber,1994,https://boxd.it/2uTFTd,3.5,,,2022-01-19
2022-01-24,Dumb and Dumber To,2014,https://boxd.it/2vXsCP,2.5,,,2022-01-20
2022-01-25,Man of Steel,2013,https://boxd.it/2w9U5N,4,Yes,,2022-01-22
2022-01-24,Toy Story,1995,https://boxd.it/2vXt1Z,4,Yes,,2022-01-23
2022-01-24,Toy Story 2,1999,https://boxd.it/2vXtdh,4.5,Yes,,2022-01-23
2022-01-24,Toy Story 3,2010,https://boxd.it/2vXthD,5,Yes,,2022-01-23
2022-02-03,Moonfall,2022,https://boxd.it/2xQz7D,2,,,2022-02-02
2022-02-05,Bergman Island,2021,https://boxd.it/2y8qrZ,3.5,,,2022-02-04
2022-02-09,Death on the Nile,2022,https://boxd.it/2yVXa1,3,,,2022-02-08
2022-02-10,Uncharted,2022,https://boxd.it/2z5XWp,2,,,2022-02-09
2022-02-15,The Benchwarmers,2006,https://boxd.it/2A5WbB,2.5,,,2022-02-14
2022-02-16,Safety Not Guaranteed,2012,https://boxd.it/2AefZV,3.5,,,2022-02-15
2022-02-17,The One I Love,2014,https://boxd.it/2ArkLF,4.5,,,2022-02-17
2022-02-18,The Discovery,2017,https://boxd.it/2AvOpn,3.5,,,2022-02-17
2022-02-20,The Way We Are,2020,https://boxd.it/2B1Dx5,2.5,,,2022-02-20
2022-02-22,Iftar Soda,2016,https://boxd.it/2BmRR1,2,,,2022-02-21
2022-02-22,Batman,1966,https://boxd.it/2Bp3Jn,2,,,2022-02-21
2022-02-24,Batman,1989,https://boxd.it/2BMcsL,4,Yes,,2022-02-24
2022-02-25,Trouble on Wheels,2015,https://boxd.it/2BTI5t,3,Yes,,2022-02-24
2022-02-26,Army of the Dead,2021,https://boxd.it/2C1Z81,2,,,2022-02-25
2022-03-02,Batman Returns,1992,https://boxd.it/2CLV2l,4.5,Yes,,2022-03-02
2022-03-06,Batman Forever,1995,https://boxd.it/2DqAWT,2,,,2022-03-05
2022-03-07,Batman Begins,2005,https://boxd.it/2DDI4V,4.5,Yes,,2022-03-06
2022-03-08,The Dark Knight,2008,https://boxd.it/2DU2Up,5,Yes,,2022-03-07
2022-03-11,Piranha,1978,https://boxd.it/2Em3Nv,3,,,2022-03-10
2022-03-14,The Adam Project,2022,https://boxd.it/2F4Xpd,3,,,2022-03-14
2022-03-17,Idiocracy,2006,https://boxd.it/2FEmd7,2,,,2022-03-17
2022-03-20,Premature,2014,https://boxd.it/2G9RnJ,2.5,,,2022-03-20
2022-03-23,Superman: Red Son,2020,https://boxd.it/2GFK2D,2.5,,,2022-03-22
2022-03-24,Turning Red,2022,https://boxd.it/2GT2Bx,3.5,,,2022-03-23
2022-03-26,Belfast,2021,https://boxd.it/2HdvJv,2,,,2022-03-25
2022-03-29,Fresh,2022,https://boxd.it/2HNsy7,3.5,,,2022-03-28
2022-03-30,Kung Fu Panda,2008,https://boxd.it/2HXXmB,3.5,Yes,,2022-03-29
2022-03-30,Kung Fu Panda 2,2011,https://boxd.it/2HY8HZ,4,Yes,,2022-03-29
2022-03-31,The Imitation Game,2014,https://boxd.it/2IbcS9,4,Yes,,2022-03-30
2022-04-04,Kung Fu Panda Holiday,2010,https://boxd.it/2IOUaX,3.5,,,2022-04-02
2022-04-04,Kung Fu Panda 3,2016,https://boxd.it/2IPgbj,3.5,,,2022-04-03
2022-04-04,In Good Hands,2022,https://boxd.it/2IWZPR,1,,,2022-04-04
2022-04-05,Source Code,2011,https://boxd.it/2J69LX,4,Yes,,2022-04-05
2022-04-06,Time Trap,2017,https://boxd.it/2JeekD,3.5,,,2022-04-05
2022-04-07,Everything Everywhere All at Once,2022,https://boxd.it/2JnYFZ,5,,,2022-04-06
2022-04-12,Sonic the Hedgehog,2020,https://boxd.it/2Kjar5,2.5,,,2022-04-11
2022-04-17,Cars of the Revolution,2008,https://boxd.it/2Lf5mF,4,,,2022-04-15
2022-04-17,World of Tomorrow,2015,https://boxd.it/2LeXuB,4.5,,,2022-04-17
2022-04-24,Jolly Life,2009,https://boxd.it/2MzxtN,3.5,Yes,,2022-04-21
2022-04-24,The Ottoman Republic,2008,https://boxd.it/2Mzxxl,1,,,2022-04-21
2022-05-08,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2OQljD,3,,,2022-05-06
2022-05-18,Brother in Love 2,2021,https://boxd.it/2QIcv3,3,,,2022-05-18
2022-05-25,Mandıra Filozofu,2014,https://boxd.it/2RXwDP,2,,,2022-05-24
2022-05-28,Ice Age: Dawn of the Dinosaurs,2009,https://boxd.it/2SwEh3,3.5,Yes,,2022-05-27
2022-06-02,"Love, Death & Robots: Three Robots: Exit Strategies",2022,https://boxd.it/2TnrsX,,,,2022-06-01
2022-06-16,The Secret Life of Pets,2016,https://boxd.it/2VT6s5,3,,,2022-06-12
2022-06-16,The Pacifier,2005,https://boxd.it/2VUkQd,2.5,Yes,,2022-06-16
2022-09-20,Obi-Wan Kenobi,2022,https://boxd.it/3eZybT,3,,,2022-06-22
2022-06-26,Rise,2022,https://boxd.it/2XI9JJ,4,,,2022-06-25
2022-06-26,Diary of a Wimpy Kid,2010,https://boxd.it/2XNHaj,3,Yes,,2022-06-26
2022-06-27,Diary of a Wimpy Kid: Rodrick Rules,2011,https://boxd.it/2XVChv,2.5,Yes,,2022-06-26
2022-06-28,Diary of a Wimpy Kid: Dog Days,2012,https://boxd.it/2Yf2vV,3,Yes,,2022-06-28
2022-07-01,Ratatouille,2007,https://boxd.it/2YH6MR,4,,,2022-06-29
2022-07-01,A Bug's Life,1998,https://boxd.it/2YMXKp,3.5,,,2022-07-01
2022-07-05,The Wild,2006,https://boxd.it/2ZmONL,2,Yes,,2022-07-02
2022-07-07,Guardians of the Galaxy,2014,https://boxd.it/2ZO3yl,4,Yes,,2022-07-06
2022-07-09,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/308dgV,3.5,Yes,,2022-07-08
2022-07-17,Cars,2006,https://boxd.it/31K4Yp,4,Yes,,2022-07-09
2022-07-17,Thor: Ragnarok,2017,https://boxd.it/31K4N7,4,Yes,,2022-07-13
2022-07-22,Avengers: Infinity War,2018,https://boxd.it/32NvRP,4,Yes,,2022-07-21
2022-07-23,Avengers: Endgame,2019,https://boxd.it/338yEr,4,,,2022-07-23
2022-07-24,Day & Night,2010,https://boxd.it/339nof,4,,,2022-07-23
2022-08-07,Predator,1987,https://boxd.it/36tId5,4.5,Yes,,2022-08-06
2022-08-09,Jojo Rabbit,2019,https://boxd.it/36Y6Ad,4.5,Yes,,2022-08-08
2022-08-09,Abraham Lincoln: Vampire Hunter,2012,https://boxd.it/36Y6RX,2,,,2022-08-08
2022-08-11,Laal Singh Chaddha,2022,https://boxd.it/37u6t1,2.5,,,2022-08-10
2022-08-24,Nope,2022,https://boxd.it/3a1yal,4,,,2022-08-23
2022-08-25,Magnum Opus,2022,https://boxd.it/3ahCuV,3.5,,,2022-08-25
2022-08-25,Groot Takes a Bath,2022,https://boxd.it/3ahCAz,3,,,2022-08-25
2022-08-25,The Little Guy,2022,https://boxd.it/3ahCCF,3,,,2022-08-25
2022-08-25,Groot's Pursuit,2022,https://boxd.it/3ahCEL,3,,,2022-08-25
2022-08-25,Groot's First Steps,2022,https://boxd.it/3ahCH1,3,,,2022-08-25
2022-08-27,Predator 2,1990,https://boxd.it/3aCHwT,4,Yes,,2022-08-27
2022-09-09,Spider-Man: No Way Home,2021,https://boxd.it/3cWHxZ,3.5,Yes,,2022-08-31
2022-09-03,C'mon C'mon,2021,https://boxd.it/3bKVSp,4,,,2022-09-01
2022-09-06,Emergency Declaration,2021,https://boxd.it/3cqvhV,2.5,,,2022-09-05
2022-09-09,Where the Crawdads Sing,2022,https://boxd.it/3cWFXh,3,,,2022-09-06
2022-09-16,Three Thousand Years of Longing,2022,https://boxd.it/3eeyM7,3.5,,,2022-09-12
2022-09-16,Dragon Ball Super: Super Hero,2022,https://boxd.it/3eeFB1,4,,,2022-09-12
2022-09-16,Ticket to Paradise,2022,https://boxd.it/3eeKer,2.5,,,2022-09-14
2022-09-16,Moonage Daydream,2022,https://boxd.it/3eeRzL,5,,,2022-09-14
2022-09-20,My Girl,1991,https://boxd.it/3f3ozp,3.5,,,2022-09-19
2022-09-21,Don't Worry Darling,2022,https://boxd.it/3feUi3,2.5,,,2022-09-20
